Identifier,DataFile,Points,High point X,High point Y,High point elevation
1001,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001001.lda,39245,413078.051,5280892.169,266.398987
1002,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001002.lda,13925,412947.228,5280895.748,260.588989
1003,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001003.lda,22720,413034.587,5280914.04,284.134003
1004,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001004.lda,14326,412951.434,5280915.147,271.092987
1005,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001005.lda,27367,413053.292,5280914.727,278.244995
1006,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001006.lda,34115,413115.723,5280920.517,256.286011
1007,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001007.lda,48487,413014.93,5280924.447,294.869995
1008,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001008.lda,15601,413066.149,5280927.082,272.613007
1009,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001009.lda,3368,412907.187,5280929.848,284.897003
1010,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001010.lda,36599,413114.6,5280931.248,260.643005
1011,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001011.lda,61438,413111.631,5280942.207,265.221985
1012,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001012.lda,17708,413133.607,5280941.888,251.830002
1013,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001013.lda,32374,413138.618,5280941.956,247.511002
1014,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001014.lda,4667,413066.676,5280946.29,272.73999
1015,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001015.lda,3704,413163.993,5280953.248,226.003998
1016,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001016.lda,18226,413134.302,5280953.497,251.229996
1017,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001017.lda,4119,413159.256,5280955.313,229.891006
1018,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001018.lda,17388,412947.445,5280965.62,292.858002
1019,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001019.lda,33043,413004.746,5280974.615,311.412994
1020,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001020.lda,25032,413077.498,5280982.061,286.761993
1021,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001021.lda,61850,413043.725,5280990.672,300.768005
1022,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001022.lda,25201,413010.7,5281012.821,320.359985
1023,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001023.lda,30363,413015.571,5281041.319,317.625
1024,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001024.lda,16406,413051.576,5281055.188,288.936005
1025,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001025.lda,21581,413016.127,5281061.133,309.792999
1026,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001026.lda,11777,413073.5,5281068.002,294.69101
1027,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001027.lda,10371,413075.881,5281070.076,295.86499
1028,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001028.lda,13304,413063.429,5281071.854,299.679993
1029,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001029.lda,13787,413057.32,5280776.541,221.684006
1030,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001030.lda,10806,412997.816,5280778.264,235.386002
1031,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001031.lda,19489,413032.161,5280798.665,242.417007
1032,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001032.lda,38650,413020.952,5280801.804,246.218002
1033,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001033.lda,32822,412984.36,5280807.682,245.011002
1034,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001034.lda,34498,412981.009,5280826.091,253.145996
1035,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001035.lda,52932,413020.324,5280848.695,269.681
1036,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001036.lda,4450,412948.064,5280855.122,245.723999
1037,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001037.lda,42157,412975.651,5280859.209,264.221008
1038,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001038.lda,5909,412939.007,5280871.61,246.888
1039,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001039.lda,28093,413092.843,5280872.308,256.171997
1040,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001040.lda,10175,413170.55,5280875.592,209.556
1041,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001041.lda,61347,412994.506,5280879.451,279.94101
1042,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001042.lda,22630,413094.661,5280879.945,254.753006
1043,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001043.lda,41869,413035.807,5280886.484,278.726013
1044,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001044.lda,58530,413025.236,5280888.457,282.22699
1045,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001045.lda,48016,413073.017,5280890.621,268.263
1046,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001046.lda,93286,413018.548,5280893.988,286.091003
1047,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001047.lda,7490,413147.363,5280906.253,227.830002
1048,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001048.lda,15228,413040.107,5280918.778,282.958008
1049,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001049.lda,8934,412942.731,5280929.705,270.432007
1050,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001050.lda,50423,413088.653,5280938.326,270.937988
1051,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001051.lda,8699,413052.628,5280943.917,283.057007
1052,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001052.lda,21637,413112.017,5280954.149,263.678986
1053,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001053.lda,25480,413114.253,5280955.205,262.494995
1054,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001054.lda,20302,412956.842,5280961.166,297.063995
1055,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001055.lda,45085,412959.448,5280963.707,299.71701
1056,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001056.lda,46772,413074.585,5280967.544,284.945007
1057,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001057.lda,35210,413013.877,5280969.555,307.100006
1058,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001058.lda,13468,413094.797,5280980.198,273.386993
1059,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001059.lda,26842,412936.096,5280999.475,310.55899
1060,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001060.lda,48214,413056.318,5281005.723,300.214996
1061,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001061.lda,50897,413010.393,5281025.367,322.960999
1062,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001062.lda,58759,413001.796,5281026.94,328.515015
1063,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001063.lda,26302,413008.431,5281037.518,323.846008
1064,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001064.lda,19865,413000.353,5281051.87,326.966003
1065,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001065.lda,2098,412997.977,5281075.887,323.582001
1066,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001066.lda,6544,413041.929,5281077.446,310.575012
1067,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001067.lda,17318,413026.547,5281084.154,318.578003
1068,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001068.lda,661,413011.96,5281088.19,323.783997
1069,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001069.lda,39345,413010.307,5280788.501,241.302002
1070,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001070.lda,18268,413049.612,5280803.407,244.442001
1071,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001071.lda,6449,412965.186,5280836.806,248.815002
1072,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001072.lda,26968,413075.279,5280839.756,254.244003
1073,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001073.lda,21849,413093.62,5280861.671,254.725998
1074,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001074.lda,12784,413141.587,5280867.244,222.901993
1075,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001075.lda,12751,413146.514,5280876.81,218.199997
1076,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001076.lda,18775,413095.238,5280877.835,254.207993
1077,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001077.lda,40681,413041.856,5280888.109,276.097992
1078,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001078.lda,31579,412977.168,5280889.363,277.713013
1079,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001079.lda,6143,412925.264,5280897.323,261.451996
1080,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001080.lda,3090,412927.599,5280900.082,261.540009
1081,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001081.lda,18668,413109.924,5280913.096,256.785004
1082,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001082.lda,8346,413176.777,5280912.987,213.078995
1083,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001083.lda,8553,412913.402,5280915.411,276.730011
1084,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001084.lda,5443,412918.281,5280916.526,275.566986
1085,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001085.lda,17444,413068.432,5280916.101,271.588013
1086,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001086.lda,5776,412933.295,5280917.644,267.167999
1087,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001087.lda,13851,413077.488,5280936.696,266.070007
1088,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001088.lda,70328,413104.878,5280942.328,269.346008
1089,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001089.lda,28249,413000.456,5280944.747,303.263
1090,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001090.lda,22732,413125.933,5280945.138,255.326004
1091,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001091.lda,14822,413057.348,5280949.138,278.746002
1092,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001092.lda,16877,413025.37,5280952.589,296.906006
1093,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001093.lda,51,413168.154,5280959.28,224.223007
1094,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001094.lda,32311,413018.296,5280964.599,303.136993
1095,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001095.lda,30552,413059.97,5280966.3,283.096985
1096,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001096.lda,20872,413040.945,5280966.103,291.819
1097,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001097.lda,27337,413039.584,5280974.865,294.161011
1098,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001098.lda,36456,413083.196,5280977.522,281.415985
1099,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001099.lda,20714,412951.696,5280979.977,301.953003
1100,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001100.lda,65253,413058.607,5280988.918,297.513
1101,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001101.lda,43744,413054.834,5280997.887,300.561005
1102,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001102.lda,61340,412970.894,5281000.33,325.093994
1103,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001103.lda,54046,413038.384,5281004.301,308.326996
1104,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001104.lda,32965,413013.839,5281009.356,317.613007
1105,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001105.lda,41254,412988.96,5281010.823,328.21701
1106,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001106.lda,171,413111.893,5281028.51,263.102997
1107,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001107.lda,13241,413100.148,5281032.123,264.532013
1108,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001108.lda,9213,413077.616,5281036.018,273.873993
1109,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001109.lda,10034,413023.389,5281072.423,310.345001
1110,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001110.lda,7991,413064.987,5281080.878,301.473999
1111,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001111.lda,15353,413015.654,5281084.474,320.70401
1112,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001112.lda,5255,413017.411,5281091.724,319.972992
1113,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001113.lda,19928,413022.983,5280790.825,238.820999
1114,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001114.lda,10466,412977.465,5280798.79,237.063995
1115,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001115.lda,20017,413089.993,5280829.391,240.042007
1116,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001116.lda,16046,412969.044,5280858.449,260.779999
1117,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001117.lda,37589,413127.235,5280870.015,232.212006
1118,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001118.lda,25942,413053.61,5280871.648,270.615997
1119,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001119.lda,46912,412993.429,5280872.628,275.289001
1120,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001120.lda,82520,413020.564,5280882.007,281.612
1121,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001121.lda,23079,413061.824,5280885.504,269.44101
1122,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001122.lda,23446,413030.833,5280906.612,283.804993
1123,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001123.lda,35359,413045.258,5280930.74,284.602997
1124,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001124.lda,28447,413133.435,5280945.504,251.410004
1125,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001125.lda,32195,413003.929,5280947.567,302.763
1126,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001126.lda,39426,413000.922,5280950.608,304.48999
1127,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001127.lda,51160,413033.838,5280960.805,296.016998
1128,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001128.lda,52912,413093.273,5280965.643,274.324005
1129,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001129.lda,51057,412994.268,5280965.104,310.960999
1130,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001130.lda,34462,413008.957,5280973.508,308.910004
1131,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001131.lda,27630,413026.148,5280985.201,304.802002
1132,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001132.lda,184,412903.057,5280985.894,308.381989
1133,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001133.lda,59885,412989.551,5280985.484,319.11499
1134,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001134.lda,15053,413091.911,5280986.214,276.354004
1135,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001135.lda,21718,412954.239,5280998.616,316.753998
1136,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001136.lda,32800,413023.549,5281001.208,311.312012
1137,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001137.lda,34927,412945.905,5281002.204,314.165985
1138,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001138.lda,44494,413019.747,5281002.128,313.171997
1139,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001139.lda,32588,413056.947,5281040.597,287.993011
1140,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001140.lda,7,413088.295,5281057.912,281.828003
1141,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001141.lda,15228,413012.591,5281085.286,323.446014
1142,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001142.lda,3278,413026.076,5280760.243,221.378998
1143,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001143.lda,9491,413022.538,5280763.279,223.649002
1144,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001144.lda,7138,413021.535,5280772.059,229.007996
1145,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001145.lda,15640,412974.675,5280814.475,244.429001
1146,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001146.lda,16055,413080.953,5280825.883,240.630997
1147,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001147.lda,7676,413124.737,5280834.497,225.451996
1148,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001148.lda,13293,413116.104,5280840.106,232.865997
1149,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001149.lda,23592,412976.28,5280841.971,255.813004
1150,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001150.lda,29993,413083.926,5280843.966,251.744003
1151,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001151.lda,1809,412941.33,5280848.412,237.153
1152,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001152.lda,35165,412984.274,5280853.909,263.441986
1153,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001153.lda,11957,412958.845,5280862.105,256.192993
1154,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001154.lda,51334,412999.175,5280873.271,276.377014
1155,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001155.lda,25482,413094.849,5280873.81,254.662003
1156,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001156.lda,1034,413174.897,5280875.576,208.169006
1157,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001157.lda,27090,412963.898,5280885.745,269.920013
1158,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001158.lda,35822,412970.222,5280891.811,275.687988
1159,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001159.lda,11257,413182.469,5280896.159,210.505997
1160,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001160.lda,9688,413181.932,5280896.933,212.966995
1161,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001161.lda,35938,412960.627,5280899.116,271.919006
1162,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001162.lda,25339,413124.771,5280905.918,245.709
1163,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001163.lda,22667,413028.026,5280915.736,286.579987
1164,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001164.lda,2309,413177.855,5280929.14,215.938004
1165,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001165.lda,53252,413004.772,5280932.277,299.049011
1166,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001166.lda,75333,412986.705,5280933.857,299.393005
1167,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001167.lda,14948,412949.975,5280935.084,279.916992
1168,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001168.lda,29446,412971.024,5280945.031,296.707001
1169,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001169.lda,39958,413111.687,5280949.237,265.47699
1170,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001170.lda,38110,412994.049,5280951.706,305.920013
1171,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001171.lda,307,413155.717,5280974.273,228.709
1172,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001172.lda,24103,413119.519,5280984.27,256.803986
1173,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001173.lda,25235,412949.765,5281000.156,315.562012
1174,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001174.lda,38356,413027.611,5281000.559,310.080994
1175,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001175.lda,39285,413047.072,5281004.217,305.024994
1176,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001176.lda,254,412922.246,5281005.207,313.972992
1177,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001177.lda,9238,413075.388,5281025.24,280.747986
1178,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001178.lda,26275,413051.461,5281035.013,294.72699
1179,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001179.lda,13637,413075.226,5281039.04,272.941986
1180,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001180.lda,7382,413097.052,5281045.294,274.713013
1181,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001181.lda,6884,413044.339,5281066.548,300.88501
1182,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001182.lda,1389,412996.892,5281074.896,322.970001
1183,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001183.lda,16638,413007.526,5280782.021,236.927002
1184,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001184.lda,27382,413020.706,5280785.549,235.977997
1185,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001185.lda,38513,413006.925,5280797.708,245.794998
1186,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001186.lda,42553,413007.573,5280801.346,248.395996
1187,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001187.lda,24788,413091.366,5280805.694,225.975006
1188,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001188.lda,5678,413102.632,5280813.227,226.970993
1189,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001189.lda,12618,413096.896,5280815.306,228.436996
1190,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001190.lda,49953,413050.213,5280830.099,257.940002
1191,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001191.lda,64702,413017.657,5280835.509,265.192993
1192,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001192.lda,43379,413013.783,5280836.557,265.661987
1193,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001193.lda,43481,413086.643,5280836.384,245.921005
1194,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0001194.lda,12855,413110.792,5280839.943,235.834
